logOut_medianTime,logOut_meanTime,logOut_stdTime,apiRequest_medianTime,apiRequest_meanTime,apiRequest_stdTime,totalTime,mode,actions,logIn_threads,logOut_threads,apiRequest_threads,repeat,logIn_medianTime,logIn_meanTime,logIn_stdTime
7973.0,10424.86,22679.969150856865,2442.5,3343.05,6567.782501149994,6176096,monitor,10,59,20,20,1,3803.0,5800.871186440678,14507.929678122524
1457.0,35298.10508474576,258439.20845926565,1892.5,2409.845,1845.0728304659463,22774669,monitor,10,20,59,20,1,1727.0,7334.09,43806.20904490974
3860.0,5326.4,4091.732015225595,1444.5,3180.6677966101697,19588.741972694806,3920169,monitor,10,20,20,59,1,2598.5,4891.475,14185.284499474452
10039.5,71651.25,322388.2703740185,5859.0,76926.12,355937.5631408955,44287152,monitor,10,59,20,20,2,3724.0,24697.759322033897,144041.93132790196
1420.0,2910.0491525423727,16125.364771729941,995.0,2855.165,14024.715356897084,5418775,monitor,10,20,59,20,2,1586.0,15654.065,72826.93147359756
4847.5,160329.22,696673.3204671073,1786.5,34792.33728813559,338753.25834012893,72107303,monitor,10,20,20,59,2,3597.0,97569.9,569483.9545258778
13689.5,283756.565,926674.3460246414,5731.5,113902.96,676880.565180404,139135873,monitor,10,59,20,20,3,4098.5,101023.67457627118,640920.7286257658
1691.5,154278.9813559322,674860.2952083446,1211.5,57489.04,201219.7961017118,125869168,monitor,10,20,59,20,3,1551.5,116733.805,605151.3583293657
5579.0,136582.245,382212.6979230058,2723.0,72832.72372881357,393751.3960785361,77984579,monitor,10,20,20,59,3,4180.0,38484.115,238233.95897005216
12211.0,20779.78,61226.398568919605,6847.5,47879.75,230549.05305923522,76021190,monitor,10,59,20,20,4,5710.0,105575.05762711864,406422.49630864285
1182.5,78834.41016949153,337330.58558015735,2979.0,26336.685,145539.22653245102,59586892,monitor,10,20,59,20,4,4634.5,39036.265,184555.76110569207
3135.0,4807.305,5586.123934809382,2018.5,2929.157627118644,2739.084307334052,4947587,monitor,10,20,20,59,4,3107.5,11289.615,38097.6516907344
9644.0,34976.61,134380.03826333798,6820.0,33577.695,167235.8981892879,45179607,monitor,10,59,20,20,5,7393.0,53336.85762711865,191346.18512785874
1618.5,16115.610169491525,95854.02379772326,2325.0,5985.16,30059.25729087121,12650502,monitor,10,20,59,20,5,1632.0,9726.3,53132.367977481226
3728.0,15432.8,77110.51718659342,1395.5,3054.6305084745763,28440.00455489168,5848375,monitor,10,20,20,59,5,1570.0,4797.915,19581.27718481914
9409.5,32013.845,154299.43713208212,3093.5,78119.96,374225.4817170662,101677302,monitor,10,59,20,20,6,5819.5,135000.91694915254,489510.2875283277
1471.0,4166.535593220339,20690.835483198563,1204.5,2153.05,8333.018164274614,5574274,monitor,10,20,59,20,6,1187.0,13427.04,46321.9269250389
3992.5,5666.275,13802.51207451785,1658.5,14331.661016949152,111870.60325873831,11537493,monitor,10,20,20,59,6,2037.5,9742.79,77954.51582063768
8285.0,13389.75,30390.310639103478,6063.5,14895.925,64638.75991707655,26125106,monitor,10,59,20,20,7,3810.0,34691.47627118644,177638.96451262917
1543.5,15068.938983050848,100254.90377099812,856.0,2386.86,16804.048443779986,12296981,monitor,10,20,59,20,7,4406.5,14644.675,69893.21505578022
5701.5,61763.65,308621.4452051576,2174.5,6385.818644067796,67850.42535895779,37715600,monitor,10,20,20,59,7,3176.0,107976.185,429678.4147666867
5784.5,28687.985,155455.1502766714,8157.5,47721.07,225171.1709099321,33285335,monitor,10,59,20,20,8,3721.5,30514.44745762712,184098.50208725376
1328.0,4761.774576271187,48210.382468199554,826.5,1185.3,1686.1959029470977,6420620,monitor,10,20,59,20,8,2846.5,16870.565,182632.03161663035
4747.5,5825.845,4081.914881089179,1133.0,1690.5237288135593,7910.512737988229,8560214,monitor,10,20,20,59,8,3775.0,31988.18,141788.9001757289
2673.0,4314.31,9379.162558319207,1925.5,2962.215,4188.305044346399,3920290,monitor,10,59,20,20,9,2361.0,4177.940677966101,12878.41343090537
1319.0,7395.683050847458,43223.66364158135,1097.5,1452.345,1856.4248495658064,5623153,monitor,10,20,59,20,9,1268.0,4846.155,23648.780007225017
5558.0,7161.765,9145.578145632146,1182.5,3622.2254237288134,35530.68970187651,4622525,monitor,10,20,20,59,9,2917.5,5265.295,15559.289671556087
17276.5,300721.245,952430.0192347586,7483.0,411497.07,1421345.3132555482,158598310,free,10,60,20,20,0,17552.0,26924.411666666667,39157.20659618385
4543.0,139149.33833333335,505751.8071726928,885.5,31396.72,258719.63695036806,101782896,free,10,20,60,20,0,10653.0,60069.745,281122.13342529244
14131.5,996728.165,2842447.941398005,5493.0,945001.585,2960528.282280337,792837748,free,10,20,20,60,0,26683.0,132455.82,391976.30603159993
24330.0,1125730.39,2353086.0431042886,16474.5,299263.845,1238929.840034686,340571445,free,10,60,20,20,1,29614.5,92620.99666666667,203970.58121558206
6332.0,395203.865,1108883.484253585,1744.0,481112.545,1590378.735773849,336661196,free,10,20,60,20,1,9463.0,16581.84,49803.8418527211
12378.5,372575.495,997478.2318997439,3967.0,329698.38,1163080.460103394,280312892,free,10,20,20,60,1,24955.0,39893.825,95000.75601330693
24776.5,172219.485,426208.3401079779,13416.0,38644.405,112729.53457055273,85577438,free,10,60,20,20,2,35457.0,72341.1,209628.79749918648
3976.0,167747.045,601303.6457768853,1942.0,273055.515,752411.7791525177,157994854,free,10,20,60,20,2,8159.5,13677.62,20446.571080264326
11078.0,863625.205,2507879.6909581097,4639.0,652054.6616666666,2108326.0048591867,568063269,free,10,20,20,60,2,8927.5,20527.155,66263.39018640651
29223.5,671979.19,1829906.4806192874,13578.0,357986.79,1188134.4501463794,244029111,free,10,60,20,20,3,24972.0,63393.191666666666,221049.4625426753
3258.0,30393.758333333335,197018.687739211,2133.0,30958.13,311028.40851079323,29476691,free,10,20,60,20,3,5649.5,25244.05,93238.66014160925
13091.5,1036843.935,3099588.587463976,4386.0,944872.27,3123067.216042871,791486041,free,10,20,20,60,3,7433.0,85969.46,236150.2949316386
18109.5,141650.065,472439.28144168586,9496.0,86226.19,332104.88270906213,104046984,free,10,60,20,20,4,26659.0,97452.88833333334,226829.0175095692
4404.0,864450.2733333333,2765152.671305517,3072.5,815745.115,2303419.659149211,696000177,free,10,20,60,20,4,9251.0,70904.95,380739.3306113375
11415.0,661156.025,1782305.5633052257,3800.0,703349.2133333334,2220763.7194235185,578983706,free,10,20,20,60,4,18792.0,123714.865,368075.8348994831
23868.0,375848.195,1016529.5218032206,13677.5,461388.295,1461935.8666074495,215269402,free,10,60,20,20,5,20547.5,79703.50666666667,243911.6832307835
3619.0,23833.331666666665,85510.1783390392,3555.5,5819.735,9744.940058228543,22257648,free,10,20,60,20,5,14161.5,33968.51,116906.22683516079
10483.5,40074.69,125071.46557902134,2231.0,22484.14,110875.56497397234,51919464,free,10,20,20,60,5,5760.5,152070.21,512665.09969685064
13611.0,167490.185,678156.9971612951,4789.5,31811.66,122217.28132496947,70168965,free,10,60,20,20,6,21592.5,50514.32666666667,121004.34435397011
4016.5,47177.13,214622.97016483828,1233.5,1533.385,1446.2876743441461,34431828,free,10,20,60,20,6,14753.0,29094.365,66564.72610556826
10229.0,144127.355,586154.7517431162,3424.0,365717.93333333335,1405844.1064372903,252697599,free,10,20,20,60,6,11360.0,22206.84,65731.38530508106
22551.0,1218572.06,2819521.311764019,13553.0,1203071.575,3334383.8657646608,618982929,free,10,60,20,20,7,36452.0,224423.67,587836.001374835
3126.5,82138.83166666667,397600.2261836742,2271.5,43200.585,282564.2071548127,61038197,free,10,20,60,20,7,6497.5,15573.905,62962.0375219908
8679.5,114035.215,379935.39641103306,2079.5,114664.70333333334,553732.0611304819,128413014,free,10,20,20,60,7,11165.5,184035.745,641963.7162597823
20917.5,277472.54,774469.6321791623,7248.5,63327.55,310222.4196361573,104752183,free,10,60,20,20,8,28342.0,60986.941666666666,124837.34142931818
3893.5,451150.49666666664,1536828.3865641588,3160.0,144875.805,906902.3555659908,311133063,free,10,20,60,20,8,13599.0,57338.02,177157.89811797126
10714.5,269986.445,791161.2570457669,3715.0,296115.9483333333,991703.684884141,235342850,free,10,20,20,60,8,11968.0,18379.96,40356.00259559759
31425.0,214147.535,468963.49719499017,9460.5,136504.08,406465.802038471,130651297,free,10,60,20,20,9,41315.0,100868.29,291028.958149939
3782.5,47640.03666666667,212905.59504834563,4194.5,15235.095,58911.916120773734,40241624,free,10,20,60,20,9,24079.5,43052.915,95183.42910432501
11526.5,62487.96,167805.94516144542,3666.5,15460.82,87449.20389718452,26023897,free,10,20,20,60,9,13373.0,21249.065,32554.02185808164
16207.5,17608.305,9703.973666834017,9268.0,10576.79,7394.916561439572,52816827,lazy,10,60,20,20,0,5714.5,78633.01333333334,286786.4850266886
2485.5,7727.156666666667,47995.333925147694,6115.5,6333.895,2739.380862810548,7773514,lazy,10,20,60,20,0,8791.5,9352.205,6777.677068524363
4895.5,5975.785,4587.75480267005,2317.0,5569.546666666667,26085.556704918108,6564630,lazy,10,20,20,60,0,6305.0,10138.725,27778.508506462204
12484.5,14203.78,10059.539737495512,8156.0,12847.375,18280.844313060785,32303001,lazy,10,60,20,20,1,10800.0,44821.28333333333,161914.3876279002
3683.5,13901.916666666666,67861.00697508482,1081.5,12710.005,152220.94575797458,14208640,lazy,10,20,60,20,1,14290.5,16627.445,9966.153726361154
10648.0,28513.07,113763.17951707517,5891.5,13861.41,73664.90832066323,18445067,lazy,10,20,20,60,1,10328.0,22128.035,95412.49448959719
14078.0,17331.115,19387.88659251949,5702.0,9551.32,37104.462521137706,11531058,lazy,10,60,20,20,2,5911.0,10257.618333333334,14714.825177214663
3447.5,49130.645,172167.24537189768,5213.0,13018.52,104174.16178263772,35175349,lazy,10,20,60,20,2,7026.5,15466.29,74631.66299589985
4417.5,5132.985,3224.8968562486166,2900.0,6998.46,37853.99793404987,8072806,lazy,10,20,20,60,2,10193.5,14235.665,15766.709770516916
14331.5,16083.25,11044.069847273571,8446.0,17379.275,69012.32678551805,30198743,lazy,10,60,20,20,3,5487.0,39177.06333333333,184675.42039987104
1633.0,2518.145,2956.256959285487,3659.5,7153.17,28411.696438503426,14792933,lazy,10,20,60,20,3,3840.0,59257.06,188776.08097297171
7259.5,8972.785,6910.512696422174,4343.0,5432.306666666666,13597.248822041283,9482007,lazy,10,20,20,60,3,9553.5,22140.33,99201.79625527182
13349.5,23152.645,83463.91706063463,9227.0,15719.25,20444.100807239796,49527851,lazy,10,60,20,20,4,12830.5,69589.12,285150.0653226498
2371.5,14165.728333333333,148574.8774119675,5821.0,6168.485,2623.0879975688863,13623935,lazy,10,20,60,20,4,6890.0,19454.005,81319.29304897392
5968.5,64765.125,283217.5868581223,3318.5,15447.738333333333,102677.13569429095,31509783,lazy,10,20,20,60,4,5525.5,46440.575,199488.19642870166
15138.0,29727.355,29742.889223574162,6910.0,11159.655,19644.03136648924,25873395,lazy,10,60,20,20,5,9432.5,29493.321666666667,144781.84315517795
3971.0,197293.51166666666,616994.6159547871,5352.0,60339.655,384700.04543257476,132126913,lazy,10,20,60,20,5,2831.0,8414.375,33193.486079120994
5519.5,14046.385,87228.84457930172,2122.0,11136.593333333334,87477.53157587936,12817868,lazy,10,20,20,60,5,5564.0,16633.175,45229.004204503886
10191.5,12916.285,8769.376094065692,8162.0,28129.005,127508.18578785255,138711509,lazy,10,60,20,20,6,10463.5,217504.085,666829.3238033411
2519.5,10459.721666666666,62462.24736369751,1799.0,22835.44,258714.96978448957,11942730,lazy,10,20,60,20,6,3144.5,5499.045,6216.8245334231415
5350.0,7491.02,11120.18495786313,4286.0,12750.615,85483.15167661825,11577609,lazy,10,20,20,60,6,5466.5,12145.18,28908.505298972195
16422.0,20846.03,16227.703495962216,7899.0,14132.92,67732.37807238354,20420571,lazy,10,60,20,20,7,7152.0,22374.635,100739.53209967382
4271.5,6748.933333333333,21974.941438471746,1611.5,26050.84,248906.30568057564,15158696,lazy,10,20,60,20,7,8455.5,29495.84,159643.3357495093
10924.5,52034.34,317682.87095964147,5233.5,50245.93833333333,337525.0645062889,44253223,lazy,10,20,20,60,7,7897.5,18493.96,120812.67205751549
14681.5,17874.725,12415.13628010757,6191.5,18421.22,149974.15095591082,50559906,lazy,10,60,20,20,8,8256.0,72167.86166666666,400224.2191248793
3447.0,6352.755,9107.191251191809,1506.0,10558.005,65766.97493274261,7829687,lazy,10,20,60,20,8,7948.5,9532.165,10678.572691206531
4572.5,15276.435,129739.83777659529,3574.0,15059.158333333333,115459.40583075616,16939996,lazy,10,20,20,60,8,10067.5,24246.07,98355.44839729145
18261.0,21816.47,15697.436967410607,8523.5,13009.01,12667.29537710216,61065616,lazy,10,60,20,20,9,10317.0,90167.53333333334,286802.6219201154
2158.5,4283.201666666667,10824.744390493928,2169.5,2853.81,3259.256903299975,15981603,lazy,10,20,60,20,9,5215.0,64204.6,243647.80900794463
6328.0,8721.58,11762.695638202364,5057.0,10486.01,75371.15597766108,28500515,lazy,10,20,20,60,9,4256.0,102322.965,346059.3594009687
17033.5,25475.205,25484.88892876586,11396.5,21506.62,22583.595634542402,81434442,optimistic,10,60,20,20,0,22291.5,120063.46166666667,459790.94146302436
8237.5,67052.155,262926.61575127445,5535.0,100732.545,350540.53665510676,74102056,optimistic,10,20,60,20,0,11679.5,68621.27,233605.44011291527
6168.0,7783.165,6420.642761838627,5019.0,22901.883333333335,119218.80489419607,28765590,optimistic,10,20,20,60,0,10079.5,67339.135,202106.1333510374
27623.5,43240.065,46830.26765988271,13825.5,22131.59,22399.472976838104,55816834,optimistic,10,60,20,20,1,17679.5,71237.505,242075.92098174195
2879.0,5563.118333333333,11851.049439706503,1267.0,2550.865,14583.89576364971,5728044,optimistic,10,20,60,20,1,5226.0,9400.0,19011.33719678998
5149.0,10589.095,33078.42354400764,5011.5,104868.90166666667,460618.10036832414,113733630,optimistic,10,20,20,60,1,4964.0,243472.35,718096.6612848229
18245.5,27513.37,28676.92179192882,6484.0,16596.84,49149.009554264936,33205774,optimistic,10,60,20,20,2,17439.5,40639.55333333334,107604.14173106886
6332.0,13494.773333333333,59703.02181412752,4959.0,21958.35,195920.22503654222,17956345,optimistic,10,20,60,20,2,7367.0,27339.055,123837.53899977007
16479.5,19636.955,11696.23187283368,8295.0,27281.128333333334,163248.07837048074,41523545,optimistic,10,20,20,60,2,15315.5,106137.385,377668.6420469067
20012.0,40631.965,111847.83701079669,12852.0,50545.335,342146.43021902314,102562429,optimistic,10,60,20,20,3,24111.0,140544.94833333333,365840.97326181806
3404.5,41496.01833333333,242729.32102741944,450.5,1415.185,2615.4049967952014,57755161,optimistic,10,20,60,20,3,6494.0,162872.565,454955.85693126987
7050.5,30840.61,215281.7353943196,3431.0,45673.121666666666,299023.0889922398,37255476,optimistic,10,20,20,60,3,7174.5,18417.405,74110.22129540055
8553.0,12380.69,21374.72855988924,4557.5,6810.65,13342.792638517334,508709250,optimistic,10,60,20,20,4,5784.0,841451.6366666667,2401135.497401791
7837.0,17218.138333333332,70719.07296687852,4703.5,6204.865,8204.05443378685,44172940,optimistic,10,20,60,20,4,10179.0,163005.42,350640.32949913206
12641.0,18824.5,32727.268340869457,7388.5,30982.445,144882.95517406546,32714128,optimistic,10,20,20,60,4,12976.0,51798.805,193004.1327712984
5876.0,8551.66,9754.686508998853,6312.5,8210.725,10090.051879152801,89833343,optimistic,10,60,20,20,5,6599.0,144134.77666666667,743843.6430780415
3021.5,29413.346666666668,270703.9516399091,1510.0,9478.15,91366.71692352978,21861876,optimistic,10,20,60,20,5,6763.5,11591.19,10891.716496729321
13110.5,17188.565,13692.723700838798,5216.5,6878.9366666666665,5393.332170296407,21404864,optimistic,10,20,20,60,5,13304.5,69198.945,211021.96121400493
17960.5,21577.945,14937.724072101688,14627.5,20973.135,19694.664186113812,58598099,optimistic,10,60,20,20,6,18468.5,83479.805,268518.32315895526
3665.0,12418.045,65657.11412348766,4302.5,24269.95,106895.14216530236,21400107,optimistic,10,20,60,20,6,16538.5,45476.45,107193.52586947192
5557.5,95913.405,362055.6229389755,2838.0,53041.03666666667,332504.2637140593,58631175,optimistic,10,20,20,60,6,8738.5,38119.36,132677.87141617868
17443.5,31645.22,158879.77224589078,9602.0,79675.31,390361.64959486737,184987023,optimistic,10,60,20,20,7,11571.5,271204.8616666667,820779.0764139768
2022.5,6968.8133333333335,59124.598620866935,7603.5,66378.49,401205.9735802701,31343907,optimistic,10,20,60,20,7,6597.5,69434.605,301131.4566468943
10354.5,17208.6,80688.2630794211,2023.0,4099.935,19734.142904817392,25807646,optimistic,10,20,20,60,7,8521.0,99529.825,266485.5453948984
25109.0,39671.21,92969.32623083258,15005.0,30380.245,67644.87051060826,51174300,optimistic,10,60,20,20,8,12585.0,61940.015,193267.0010814913
1618.5,17987.823333333334,186161.5351330145,5738.5,17426.32,159193.21263373905,24045213,optimistic,10,20,60,20,8,7084.0,48836.275,259931.32915220808
7902.0,9385.585,5742.001419740027,3604.0,9280.211666666666,69957.96699368853,9357609,optimistic,10,20,20,60,8,8844.5,9561.825,8858.269411074087
13115.0,17349.83,25963.10493392789,12798.0,30177.88,74471.80635572784,179896112,optimistic,10,60,20,20,9,17196.0,283984.2833333333,702445.8629576804
4700.5,9302.26,17258.94706885705,1828.5,3618.335,16286.117988595912,9666346,optimistic,10,20,60,20,9,8964.0,16806.615,72179.78280436428
7548.5,19044.865,65981.85201008059,6358.5,13514.241666666667,62454.60736905353,14619193,optimistic,10,20,20,60,9,9430.5,13508.375,14230.595559719082
5096543.0,8091127.155,9503765.762837062,4785050.5,6799863.66,6597674.240913663,7259424754,fine-grained,10,60,20,20,0,4719899.0,7135377.651666666,6611654.187203739
2790.5,2416207.0116666667,5146357.422603683,945.0,2107851.505,4599709.322673979,2393911055,fine-grained,10,20,60,20,0,183977.0,2613082.735,3921459.9516423587
22667.0,2198009.84,4115524.663025123,14754.0,1571919.235,2689558.475919806,1829645677,fine-grained,10,20,20,60,0,440580.0,2234460.84,2828293.8377777673
2422193.0,5542143.98,8527660.126629174,1072975.0,3114871.405,5784118.081087191,3884422391,fine-grained,10,60,20,20,1,1530893.5,3588365.5233333334,5573167.7358484045
4723.5,289302.81,815002.8468002682,6278.5,84332.535,293601.29772346595,207437046,fine-grained,10,20,60,20,1,30742.5,84944.265,281940.0998463889
10575.0,2206793.62,4278805.898408955,16873.5,2352392.59,3145392.0712914253,2352875954,fine-grained,10,20,20,60,1,10374.0,2500408.38,3285443.631407542
55507.0,1031370.585,2807572.060251619,480861.0,2021199.01,3148228.6154208835,2106650178,fine-grained,10,60,20,20,2,303541.5,2493560.4316666666,3829747.877998802
3780.0,428461.5466666667,1061279.4263026759,32517.0,121586.625,428566.6890405509,336761326,fine-grained,10,20,60,20,2,68611.5,276835.365,675781.8462651386
1740858.5,5833220.97,7111398.743132226,4099671.0,4817815.025,4715270.615096335,4853430463,fine-grained,10,20,20,60,2,1141699.0,3980486.27,5081489.136499479
3562445.0,7442031.4,8221628.290456275,6250353.5,5959412.155,5434936.846500252,6231203069,fine-grained,10,60,20,20,3,5657065.5,5918190.596666667,5727649.299328628
2736.5,3003944.3266666667,7139579.77527656,1444.0,2955566.03,6014813.320080349,2867076355,fine-grained,10,20,60,20,3,97066.5,2367982.765,4952044.994308138
39626.0,2437524.785,4592072.314094669,55013.0,2135175.3,3740516.392439913,2059706515,fine-grained,10,20,20,60,3,103814.5,1455481.89,3056087.884025789
3554113.5,14695716.715,16378816.634869883,11076598.5,12145790.53,9520720.927677577,13100367164,fine-grained,10,60,20,20,4,10445944.5,12886776.191666666,11377978.34761777
1719.0,1329094.0116666667,3752828.747273338,3562.5,1781167.375,3160920.300149836,1512488618,fine-grained,10,20,60,20,4,2700.0,1793993.68,3350005.180422917
577267.5,3679688.14,5037673.947919986,124904.0,2681809.985,4125141.377048058,3020241999,fine-grained,10,20,20,60,4,1461605.5,3376091.9,3852107.0063999803
46528.5,3065968.215,7004928.991651099,117900.0,4005085.215,6448003.685855115,3985022067,fine-grained,10,60,20,20,5,409027.5,4284685.635,6407641.3461065665
3023.5,970711.5283333333,2648523.1001887117,2067.5,757934.265,2097267.7003935226,933407458,fine-grained,10,20,60,20,5,8843.5,996968.44,2326873.677913254
105725.5,5292655.305,8345353.719887633,403223.5,4087224.0566666666,5625142.853730757,4392752554,fine-grained,10,20,20,60,5,497085.5,4409435.295,5961686.886550312
3229142.5,4178631.805,4199262.035111473,43182.5,1302049.61,2471965.9310877365,2807953594,fine-grained,10,60,20,20,6,1775404.5,2853028.8516666666,3164209.5017130706
10056.5,4632435.41,8208884.20546369,2936805.0,4231101.24,5040336.9973363895,4114809937,fine-grained,10,20,60,20,6,495413.0,2445642.215,4443636.850523024
87300.0,3043630.91,6237911.89939432,59454.0,2485323.848333333,4638064.936967438,2570350365,fine-grained,10,20,20,60,6,89604.5,2352149.37,4812622.761380992
4298327.0,11030683.22,14939554.756600548,9374876.0,11339017.27,9693495.904397205,11088088627,fine-grained,10,60,20,20,7,10153630.0,11023580.881666666,9888539.28039029
1624.0,906365.2066666667,2886060.2733565015,1252.0,246573.97,1249226.3508906208,1051547944,fine-grained,10,20,60,20,7,7211.0,2292070.13,4299514.379740774
20141.5,1747764.52,4534340.465289568,10184.0,1437285.4916666667,3547152.4323010216,1595973169,fine-grained,10,20,20,60,7,69795.5,1920244.85,3782990.687219505
4660561.0,7685818.64,9089589.293946706,2731668.5,5668743.29,6555773.088832682,5253898519,fine-grained,10,60,20,20,8,2515028.5,4304976.888333334,5666982.909221592
3155.0,342485.7233333333,950317.4268603997,1246.0,252529.725,864670.5449694863,327299701,fine-grained,10,20,60,20,8,6502.5,356511.61,998868.7360631173
43815.5,1271844.9,2748075.2325822487,57219.5,1269098.75,2847923.5113797286,1214915900,fine-grained,10,20,20,60,8,55835.0,995438.35,2640295.739823223
1460390.5,6349587.52,8842484.159794806,3530904.0,5741907.705,7791221.09065573,5720155698,fine-grained,10,60,20,20,9,3169862.5,5503094.421666667,7678631.724016864
3723.0,3004868.5816666665,5654327.668762278,11353.5,3004349.72,4455166.700059881,3005157293,fine-grained,10,20,60,20,9,26999.5,3006831.0,5475225.054949687
25716.5,1498228.78,4098568.036709266,37500.0,1557618.395,3429281.001974698,1538212882,fine-grained,10,20,20,60,9,49757.0,1519980.445,3588081.377215269
14483.0,56464.205,233882.88685889402,6768.5,19059.325,99460.23736606476,24761384,monitor,10,60,20,20,0,3599.0,16094.463333333333,81718.19989350626
1488.5,2581.285,10704.082466962822,1682.5,2420.47,7618.127160019788,8598728,monitor,10,20,60,20,0,1313.0,32829.315,406654.7927772391
3390.0,5427.685,17041.35648090614,1352.5,2080.5316666666668,5206.4124978235295,7824768,monitor,10,20,20,60,0,3015.5,27454.56,193847.2780309189
13039.0,31334.87,185001.89744427762,4616.0,70913.74,385169.93507081346,41338987,monitor,10,60,20,20,1,4462.0,34815.441666666666,215183.40820833948
1443.5,30682.053333333333,203163.27185881257,1001.0,3459.46,17069.590494697975,33299147,monitor,10,20,60,20,1,2244.5,70990.115,282513.55068967614
4266.5,6736.68,22935.801183022486,1791.0,2382.8033333333333,2170.44220538898,3893002,monitor,10,20,20,60,1,3268.0,5579.92,12615.762497390031
4467.0,5381.07,3726.36695030719,4162.0,79198.4,834914.8049386649,437702993,monitor,10,60,20,20,2,3668.5,701311.8316666667,2505839.9545673435
1853.5,8333.235,61207.31630861308,907.0,2590.005,14296.336602298017,22834530,monitor,10,20,60,20,2,3269.5,86582.94,276285.38312154607
5298.0,9393.33,43439.40319191146,1108.5,1798.0883333333334,4687.611860580643,5981645,monitor,10,20,20,60,2,4841.0,15120.63,76472.7796638824
11932.0,23924.255,50685.98049742058,7278.5,17724.615,69293.84295980027,38042739,monitor,10,60,20,20,3,4389.5,49521.60833333333,239775.50718266194
1575.0,30513.373333333333,167040.8755473142,998.5,1320.29,1747.1910682707905,27385866,monitor,10,20,60,20,3,1321.0,44068.92,203306.91188517184
3763.5,27717.465,107408.47529831302,1958.5,25504.968333333334,171908.17696805892,35706218,monitor,10,20,20,60,3,3269.5,74298.72,325999.58229076053
8951.0,74767.71,375771.261853579,3921.5,122056.37,520372.5661751894,127670904,monitor,10,60,20,20,4,5590.5,147176.81333333332,481539.85551739606
1099.5,83623.315,467909.6345460672,1653.5,71122.845,489717.9652737587,70306603,monitor,10,20,60,20,4,1685.5,29540.225,125676.410707563
4056.0,12067.1,71598.01332706034,1225.0,6927.055,125414.9024809751,11819687,monitor,10,20,20,60,4,2725.5,26250.17,136502.54869320133
15424.0,208152.985,808537.4294037406,9290.0,202685.69,840797.5641930217,171858645,monitor,10,60,20,20,5,8830.5,149484.85,867648.8142524064
1421.0,24392.886666666665,181833.9628552834,1109.0,58935.89,306410.082876953,29601849,monitor,10,20,60,20,5,2072.0,15894.695,81135.48997937301
5231.5,7189.46,8126.57896638459,1424.0,3193.2433333333333,11415.797494181876,9239876,monitor,10,20,20,60,5,4969.0,29430.19,109038.21794295234
5825.5,284320.445,1353824.455706092,2861.0,216632.775,1187941.1604699907,317621840,monitor,10,60,20,20,6,2793.5,362385.32666666666,1312944.2215976673
2332.0,10138.14,107399.1345715672,936.0,1645.595,2883.5374424280367,8296374,monitor,10,20,60,20,6,2384.5,9421.855,81275.1938960355
4848.0,10228.845,55048.30289106931,1345.0,11776.805,77177.91569656278,9978502,monitor,10,20,20,60,6,3519.0,4333.25,3158.467010558116
13588.5,139748.51,522917.88292492286,8661.5,86901.57,370752.28977509023,86443665,monitor,10,60,20,20,7,5233.0,68522.74833333334,311487.81344179355
1569.0,2681.1,4918.898422019261,931.0,1475.445,1862.5037498124202,2500775,monitor,10,20,60,20,7,1735.0,2985.13,3924.1839971281397
7986.5,8745.005,8354.723331427469,1066.0,1746.6816666666666,5841.447408823202,3721927,monitor,10,20,20,60,7,3462.5,4624.585,4093.3814016374477
9538.0,21565.805,56289.30118795326,5660.0,30074.55,159202.54577017928,63480899,monitor,10,60,20,20,8,4434.5,88588.04666666666,356610.82404765056
1307.0,1815.0616666666667,2116.442706701145,669.5,1203.075,2553.137149842233,3692087,monitor,10,20,60,20,8,1293.0,11812.175,101264.27077926675
6521.5,52763.745,295248.39931238,1771.5,43015.315,272170.8324568405,39912066,monitor,10,20,20,60,8,5858.5,17750.64,127933.83853571663
9152.5,115110.44,433105.30518142803,4792.0,185663.305,735329.8492909104,135974292,monitor,10,60,20,20,9,3780.5,126365.905,547805.9411578755
1944.5,5669.701666666667,56257.60297631244,1387.0,1858.7,2477.0615778178603,4449993,monitor,10,20,60,20,9,1973.5,3382.16,5074.373204791656
4223.5,33808.93,170531.303302017,1726.0,48557.956666666665,240358.62888920927,37937585,monitor,10,20,20,60,9,2121.0,10205.125,71206.65264992739
21296.5,377601.1052631579,1393645.8956558139,11027.5,473158.3736842105,1358808.4761673694,209915332,free,10,61,19,19,0,23225.0,79132.83770491803,376410.3457145809
4762.5,427197.06229508197,1475971.0069358558,2878.5,203285.25263157894,921712.6746841943,305063432,free,10,19,61,19,0,8245.5,30784.34736842105,107414.64464822826
8495.5,502915.84210526315,1434903.4333145819,3900.0,246870.94098360656,1125654.3765915178,250752612,free,10,19,19,61,0,15500.5,24249.094736842104,49748.19706128173
21300.0,388919.7842105263,1394275.9263577806,15168.5,816857.3631578947,1965361.5619803392,318938686,free,10,61,19,19,1,37848.0,147280.3737704918,399637.61356061685
7127.5,704883.5196721312,2130545.3296953305,2200.5,1340472.1631578947,3724545.3524943823,691306800,free,10,19,61,19,1,12373.5,34937.58947368421,187270.62127252857
11362.5,90060.3,248843.88836870095,2322.0,4836.462295081968,15375.782174485614,23341743,free,10,19,19,61,1,7685.5,17263.389473684212,60613.40752816616
